Project Name,Site Name,Country,Taxonomic Group,Scientific Name,Vernacular Name,IUCN Threat Codes,Highest IUCN Threat Level
Space Eagle - Zambia,Katuba,Zambia,birds,Accipiter badius,{Shikra},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Accipiter melanoleucus,{Black Goshawk},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Accipiter minullus,{Little Sparrowhawk},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Accipiter ovampensis,{Ovampo Sparrowhawk},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Accipiter tachiro,{African Goshawk},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Acrocephalus arundinaceus,{Great Reed-Warbler},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Acrocephalus baeticatus,{African Reed-Warbler},,
Space Eagle - Zambia,Katuba,Zambia,birds,Acrocephalus gracilirostris,{Lesser Swamp Warbler},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Acrocephalus palustris,{Marsh Warbler},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Acrocephalus rufescens,{Greater Swamp Warbler},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Acrocephalus schoenobaenus,{Sedge Warbler},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Actitis hypoleucos,{Common Sandpiper},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Actophilornis africanus,{African Jacana},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Agricola pallidus,{Pale Flycatcher},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Alcedo semitorquata,{Half-collared Kingfisher},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Alopochen aegyptiaca,{Egyptian Goose},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Amandava subflava,{Orangebreast},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Amaurornis marginalis,{Striped Crake},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Amblyospiza albifrons,{Grosbeak Weaver},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Anaplectes rubriceps,{Red-headed Weaver},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Anas capensis,{Cape Teal},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Anas erythrorhyncha,{Red-billed Teal},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Anas sparsa,{African Black Duck},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Anas undulata,{Yellow-billed Duck},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Anastomus lamelligerus,{African Openbilled Stork},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Anhinga rufa,{African Darter},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Anomalospiza imberbis,{Cuckoo Finch},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Anthoscopus caroli,{African Penduline-Tit},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Anthreptes anchietae,{Anchieta's Sunbird},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Anthreptes longuemarei,{Western Violet-backed Sunbird},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Anthus brachyurus,{Short-tailed Pipit},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Anthus caffer,{Bush Pipit},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Anthus leucophrys,{Plain-backed Pipit},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Anthus lineiventris,{Striped Pipit},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Anthus trivialis,{Tree Pipit},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Anthus vaalensis,{Buffy Pipit},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Apalis flavida,{Yellow-breasted Apalis},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Apaloderma narina,{Narina Trogon},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Apus affinis,{Little Swift},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Apus apus,{Common Swift},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Apus caffer,{White-rumped Swift},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Apus horus,{Horus Swift},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Apus melba,{Alpine Swift},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Aquila nipalensis,{Steppe Eagle},{EN},EN
Space Eagle - Zambia,Katuba,Zambia,birds,Aquila rapax,{Tawny Eagle},{VU},VU
Space Eagle - Zambia,Katuba,Zambia,birds,Aquila spilogaster,{African Hawk-Eagle},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Aquila verreauxii,{Verreaux's Eagle},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ardea alba,{Great Egret},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ardea cinerea,{Grey Heron},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ardea goliath,{Goliath Heron},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ardea intermedia,{Intermediate Egret},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ardea melanocephala,{Black-headed Heron},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ardea purpurea,{Purple Heron},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ardeola ralloides,{Squacco Heron},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ardeola rufiventris,{Rufous-bellied Heron},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Asio capensis,{Marsh Owl},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Aviceda cuculoides,{African Cuckoo-Hawk},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Balearica regulorum,{Grey Crowned Crane},{EN},EN
Space Eagle - Zambia,Katuba,Zambia,birds,Batis molitor,{Chinspot Batis},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Bostrychia hagedash,{Hadada},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Bradornis boehmi,,,
Space Eagle - Zambia,Katuba,Zambia,birds,Bradypterus baboecala,{Little Rush-Warbler},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Bubo africanus,{Spotted Eagle-Owl},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Bubo lacteus,{Verreaux's Eagle-Owl},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Bubulcus ibis,"{Cattle Egret,Tick Bird}",{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Bucorvus leadbeateri,{Southern Ground-Hornbill},{VU},VU
Space Eagle - Zambia,Katuba,Zambia,birds,Bugeranus carunculatus,{Wattled Crane},{VU},VU
Space Eagle - Zambia,Katuba,Zambia,birds,Buphagus erythrorynchus,{Red-billed Oxpecker},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Burhinus capensis,{Spotted Thick-knee},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Burhinus vermiculatus,{Water Thick-knee},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Buteo augur,{Augur Buzzard},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Buteo buteo,{Common Buzzard},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Butorides striata,{Striated Heron},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Bycanistes bucinator,{Trumpeter Hornbill},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Calandrella cinerea,{Red-capped Lark},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Calidris minuta,{Little Stint},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Calidris pugnax,{Ruff},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Camaroptera brachyura,{Green-backed Camaroptera},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Campephaga flava,{Black Cuckoo-shrike},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Campephaga quiscalina,{Purple-throated Cuckoo-shrike},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Campethera abingoni,{Golden-tailed Woodpecker},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Campethera bennettii,{Bennett's Woodpecker},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Campethera cailliautii,{Green-Backed Woodpecker},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Campocolinus coqui,{Coqui Francolin},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Caprimulgus fossii,{Square-tailed Nightjar},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Caprimulgus pectoralis,{Fiery-necked Nightjar},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Caprimulgus tristigma,{Freckled Nightjar},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Caprimulgus vexillarius,{Pennant-winged Nightjar},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cecropis abyssinica,{Lesser Striped-Swallow},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cecropis cucullata,{Greater Striped-Swallow},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cecropis semirufa,{Rufous-chested Swallow},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cecropis senegalensis,{Mosque Swallow},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Centropus cupreicaudus,{Coppery-tailed Coucal},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Centropus grillii,{Black Coucal},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Centropus senegalensis,{Senegal Coucal},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Centropus superciliosus,"{Burchell's Coucal,White-browed Coucal}",{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cercotrichas barbata,{Miombo Scrub-Robin},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cercotrichas leucophrys,{Red-backed Scrub-Robin},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ceryle rudis,{Pied Kingfisher},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Chalcomitra amethystina,{Amethyst Sunbird},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Chalcomitra senegalensis,{Scarlet-chested Sunbird},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Charadrius asiaticus,{Caspian Plover},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Charadrius marginatus,{White-Fronted Plover},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Charadrius pecuarius,{Kittlitz's Plover},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Charadrius tricollaris,{Three-Banded Plover},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Chlidonias hybrida,{Whiskered Tern},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Chlidonias leucopterus,{White-winged Tern},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Chlorocichla flaviventris,{Yellow-bellied Greenbul},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Chloropicus fuscescens,{Cardinal Woodpecker},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Chloropicus griseocephalus,{Olive Woodpecker},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Chloropicus namaquus,{Bearded Woodpecker},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Chroicocephalus cirrocephalus,{Grey-hooded Gull},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Chrysococcyx caprius,{Dideric Cuckoo},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Chrysococcyx cupreus,{African Emerald Cuckoo},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Chrysococcyx klaas,{Klaas's Cuckoo},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cichladusa arquata,{Collared Palmthrush},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ciconia abdimii,{Abdim's Stork},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ciconia ciconia,{White Stork},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ciconia episcopus,{Asian Woolly-necked Stork},"{LC,NT}",NT
Space Eagle - Zambia,Katuba,Zambia,birds,Ciconia nigra,{Black Stork},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cinnyricinclus leucogaster,{Violet-backed Starling},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cinnyris cupreus,{Copper Sunbird},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cinnyris manoensis,{Eastern Miombo Sunbird},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cinnyris shelleyi,{Shelley's Sunbird},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cinnyris talatala,{White-breasted Sunbird},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cinnyris venustus,{Variable Sunbird},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Circaetus cinerascens,{Banded Snake-Eagle},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Circaetus cinereus,{Brown Snake Eagle},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Circaetus pectoralis,{Black-breasted Snake Eagle},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Circus macrourus,{Pale Harrier},{NT},NT
Space Eagle - Zambia,Katuba,Zambia,birds,Circus pygargus,{Montagu's Harrier},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Circus ranivorus,{African Marsh-Harrier},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cisticola aberrans,{Rock-loving Cisticola},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cisticola aridulus,{Desert Cisticola},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cisticola brachypterus,{Siffling Cisticola},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cisticola chiniana,{Rattling Cisticola},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cisticola erythrops,{Red-faced Cisticola},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cisticola fulvicapilla,{Piping Cisticola},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cisticola galactotes,{Rufous-winged Cisticola},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cisticola juncidis,{Zitting Cisticola},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cisticola natalensis,{Croaking Cisticola},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cisticola rufilatus,{Gray Cisticola},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cisticola woosnami,{Trilling Cisticola},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Clamator jacobinus,{Jacobin Cuckoo},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Clamator levaillantii,{Levaillant's Cuckoo},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Clanga pomarina,{Lesser Spotted Eagle},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Columba livia,{Rock Pigeon},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Coracias caudatus,{Lilac-breasted Roller},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Coracias garrulus,{European Roller},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Coracias spatulatus,{Raquet-tailed Roller},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Coracina pectoralis,{White-Breasted Cuckoo-Shrike},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Corvus albicollis,{White-necked Raven},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Corvus albus,{Pied Crow},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Corythaixoides concolor,"{Grey Go-Away-Bird,Grey Lourie}",{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Corythornis cristatus,{Malachite Kingfisher},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cossypha heuglini,{White-browed Robin-Chat},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cossypha natalensis,{Redcap Robinchat},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Coturnix delegorguei,{Harlequin Quail},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Creatophora cinerea,{Wattled Starling},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Crex crex,{Corn Crake},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Crex egregia,{African Crake},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Crithagra atrogularis,{Black-throated Canary},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Crithagra mennelli,{Black-eared Seedeater},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Crithagra mozambica,{Yellow-fronted Canary},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Crithagra reichardi,{Reichard's Seedeater},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Crithagra sulphurata,{Brimstone Canary},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cuculus canorus,{Common Cuckoo},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cuculus clamosus,{Black Cuckoo},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cuculus gularis,{African Cuckoo},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cuculus solitarius,{Red-chested Cuckoo},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Curruca communis,{Greater Whitethroat},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cursorius temminckii,{Temminck's Courser},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cyanomitra olivacea,{Olive Sunbird},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Cypsiurus parvus,{African Palm-Swift},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Delichon urbicum,{House Martin},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Dendrocygna bicolor,{Fulvous Whistling-Duck},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Dendrocygna viduata,{White-faced Whistling Duck},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Dicrurus adsimilis,{Fork-tailed Drongo},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Dryoscopus cubla,{Black-backed Puffback},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Egretta ardesiaca,{Black Heron},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Egretta garzetta,{Little Egret},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Egretta vinaceigula,{Slaty Egret},{VU},VU
Space Eagle - Zambia,Katuba,Zambia,birds,Elanus caeruleus,{Black-winged Kite},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Emberiza cabanisi,{Cabanis's Bunting},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Emberiza flaviventris,{Golden-breasted Bunting},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Emberiza tahapisi,{Cinnamon-breasted Bunting},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ephippiorhynchus senegalensis,{Saddle-billed Stork},{NT},NT
Space Eagle - Zambia,Katuba,Zambia,birds,Eremomela icteropygialis,{Yellow-bellied Eremomela},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Eremomela scotops,{Greencap Eremomela},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Eremomela usticollis,{Burnt-neck Eremomela},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Eremopterix leucotis,{Chestnut-backed Sparrow-Lark},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Estrilda astrild,{Common Waxbill},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Euplectes albonotatus,{White-winged Widowbird},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Euplectes ardens,{Red-collared Widowbird},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Euplectes axillaris,{Fan-tailed Widowbird},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Euplectes capensis,{Yellow-rumped Widowbird},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Euplectes hordeaceus,{Black-winged Bishop},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Euplectes macroura,{Yellow-shouldered Widowbird},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Euplectes orix,{Red Bishop},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Eurystomus glaucurus,{Broad-billed Roller},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Falco biarmicus,{Lanner Falcon},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Falco chicquera,{Red-necked Falcon},"{LC,NT}",NT
Space Eagle - Zambia,Katuba,Zambia,birds,Falco cuvierii,{African Hobby},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Falco dickinsoni,{Dickinson's Kestrel},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Falco fasciinucha,{Taita Falcon},{VU},VU
Space Eagle - Zambia,Katuba,Zambia,birds,Falco naumanni,{Lesser Kestrel},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Falco peregrinus,{Peregrine Falcon},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Falco subbuteo,{Eurasian Hobby},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Falco tinnunculus,{Common Kestrel},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ficedula albicollis,{Collared Flycatcher},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Fraseria caerulescens,{Ashy Flycatcher},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Fraseria plumbea,{Grey Tit-Flycatcher},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Fulica cristata,{Red-knobbed Coot},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Gallinago media,{Great Snipe},{NT},NT
Space Eagle - Zambia,Katuba,Zambia,birds,Gallinago nigripennis,{African Snipe},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Gallinula chloropus,{Common Moorhen},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Glareola nuchalis,{Rock Pratincole},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Glareola pratincola,{Collared Pratincole},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Glaucidium capense,{African Barred Owlet},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Glaucidium perlatum,{Pearl-spotted Owlet},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Gorsachius leuconotus,{White-Backed Night-Heron},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Guttera pucherani,"{Crested Guineafowl,Southern Crested Guineafowl}",{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Gymnoris superciliaris,{Yellow-throated Sparrow},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Gypohierax angolensis,{Palmnut Vulture},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Gyps africanus,{White-backed Vulture},{CR},CR
Space Eagle - Zambia,Katuba,Zambia,birds,Gyps coprotheres,{Cape Griffon},{VU},VU
Space Eagle - Zambia,Katuba,Zambia,birds,Halcyon albiventris,{Brown-hooded Kingfisher},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Halcyon chelicuti,{Striped Kingfisher},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Halcyon leucocephala,{Gray-headed Kingfisher},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Halcyon senegalensis,{Woodland Kingfisher},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Haliaeetus vocifer,{African Fish-Eagle},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Hedydipna collaris,{Collared Sunbird},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Hieraaetus ayresii,{Ayres's Hawk-Eagle},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Hieraaetus pennatus,{Booted Eagle},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Hieraaetus wahlbergi,{Wahlberg's Eagle},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Himantopus himantopus,{Black-winged Stilt},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Hippolais icterina,{Icterine Warbler},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Hirundo albigularis,{White-throated Swallow},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Hirundo dimidiata,{Pearl-breasted Swallow},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Hirundo rustica,{Barn Swallow},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Hirundo smithii,{Wire-tailed Swallow},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Hydroprogne caspia,{Caspian Tern},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Hyliota australis,{Southern Hyliota},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Hyliota flavigaster,{Yellow-bellied Hyliota},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Hypargos niveoguttatus,{Peters's Twinspot},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Iduna natalensis,{African Yellow-Warbler},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Indicator indicator,{Greater Honeyguide},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Indicator minor,{Lesser Honeyguide},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ispidina picta,{African Pygmy-Kingfisher},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ixobrychus minutus,{Little Bittern},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ixobrychus sturmii,{African Dwarf Bittern},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Kaupifalco monogrammicus,{Lizard Buzzard},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Lagonosticta nitidula,{Brown Firefinch},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Lagonosticta rhodopareia,{Jameson's Firefinch},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Lagonosticta rubricata,{African Firefinch},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Lagonosticta senegala,{Red-billed Firefinch},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Lamprotornis chalybaeus,{Greater Blue-eared Starling},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Laniarius aethiopicus,{Ethiopian Boubou},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Lanius collaris,{Southern Fiscal},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Lanius collurio,{Red-backed Shrike},{LC},LC
